id,team_name,round,match_date,year,home_away,opponent,team_quarter_scores,team_score,opponent_quarter_scores,opponent_score,result,margin,venue,crowd,team_goals_kicked,team_behinds,opponent_goals_kicked,opponent_behinds
805,Brisbane Lions,22,2008-08-30,2008,A,Sydney Swans,1.6 3.9 5.13 6.17,53,3.3 7.8 12.9 17.12,114,L,61,Sydney Cricket Ground,24076.0,6,17,17,12
806,Brisbane Lions,1,2009-03-28,2009,H,West Coast Eagles,2.1 5.3 14.6 14.11,95,6.2 9.4 11.8 13.8,86,W,9,The Gabba,26800.0,14,11,13,8
807,Brisbane Lions,2,2009-04-04,2009,A,Carlton Blues,3.3 4.6 10.8 15.10,100,3.2 11.5 13.8 18.11,119,L,19,Marvel Stadium,42496.0,15,10,18,11
808,Brisbane Lions,3,2009-04-11,2009,H,Sydney Swans,4.4 10.6 12.9 15.10,100,1.2 4.5 7.10 9.13,67,W,33,The Gabba,24984.0,15,10,9,13
810,Brisbane Lions,5,2009-04-26,2009,A,Geelong Cats,0.2 3.3 4.3 5.3,33,5.4 13.8 15.11 18.18,126,L,93,GMHBA Stadium,15580.0,5,3,18,18
811,Brisbane Lions,6,2009-05-02,2009,H,Essendon Bombers,5.2 10.2 12.6 17.9,111,1.3 3.8 5.12 9.14,68,W,43,The Gabba,29252.0,17,9,9,14
812,Brisbane Lions,7,2009-05-09,2009,A,Richmond Tigers,1.4 7.5 9.7 15.7,97,4.5 7.6 8.10 10.11,71,W,26,Melbourne Cricket Ground,34646.0,15,7,10,11
813,Brisbane Lions,8,2009-05-16,2009,H,Adelaide Crows,3.4 6.4 13.7 18.11,119,5.5 7.8 9.9 12.11,83,W,36,The Gabba,27767.0,18,11,12,11
815,Brisbane Lions,10,2009-05-30,2009,A,North Melbourne Kangaroos,4.2 8.6 12.8 15.9,99,3.3 6.5 9.7 12.9,81,W,18,Marvel Stadium,21583.0,15,9,12,9
816,Brisbane Lions,11,2009-06-06,2009,H,Carlton Blues,2.2 5.5 9.7 16.10,106,3.6 7.10 13.13 16.16,112,L,6,The Gabba,33790.0,16,10,16,16
9846,W. Bulldogs,QF,2009-09-05,2009,A,Geelong Cats,2.1 4.3 8.4 12.10,82,6.5 7.5 13.9 14.12,96,L,14,Melbourne Cricket Ground,74007.0,12,10,14,12
818,Brisbane Lions,13,2009-06-27,2009,H,Melbourne Demons,3.4 9.7 13.13 16.15,111,2.0 2.2 2.5 8.8,56,W,55,The Gabba,23750.0,16,15,8,8
819,Brisbane Lions,14,2009-07-04,2009,A,Port Adelaide Power,2.4 6.7 11.11 11.14,80,2.2 10.3 13.6 19.14,128,L,48,AAMI Stadium,20293.0,11,14,19,14
820,Brisbane Lions,15,2009-07-11,2009,H,Geelong Cats,3.4 10.7 12.10 16.12,108,3.2 6.5 7.9 9.11,65,W,43,The Gabba,34274.0,16,12,9,11
9853,W. Bulldogs,5,2010-04-23,2010,H,Adelaide Crows,4.3 10.5 15.11 18.13,121,4.4 7.5 8.9 10.12,72,W,49,Marvel Stadium,26884.0,18,13,10,12
822,Brisbane Lions,17,2009-07-25,2009,H,North Melbourne Kangaroos,5.2 7.8 14.9 17.14,116,3.2 5.4 8.6 11.9,75,W,41,The Gabba,25509.0,17,14,11,9
823,Brisbane Lions,18,2009-08-01,2009,A,Collingwood Magpies,4.1 7.4 7.6 8.7,55,2.4 4.8 9.14 12.23,95,L,40,Melbourne Cricket Ground,47268.0,8,7,12,23
824,Brisbane Lions,19,2009-08-08,2009,A,Essendon Bombers,3.3 6.6 8.10 12.15,87,4.3 6.5 11.7 13.9,87,D,0,Melbourne Cricket Ground,41636.0,12,15,13,9
825,Brisbane Lions,20,2009-08-15,2009,H,Western Bulldogs,2.3 4.8 8.8 12.12,84,5.2 10.5 13.10 15.12,102,L,18,The Gabba,33421.0,12,12,15,12
826,Brisbane Lions,21,2009-08-22,2009,H,Port Adelaide Power,3.2 7.5 12.8 16.11,107,10.0 10.4 14.5 14.8,92,W,15,The Gabba,26437.0,16,11,14,8
827,Brisbane Lions,22,2009-08-29,2009,A,Sydney Swans,3.5 10.8 13.9 15.10,100,3.4 6.6 11.7 14.8,92,W,8,Sydney Cricket Ground,27933.0,15,10,14,8
828,Brisbane Lions,EF,2009-09-05,2009,H,Carlton Blues,4.4 8.7 10.10 16.15,111,5.4 8.6 14.10 15.14,104,W,7,The Gabba,32702.0,16,15,15,14
9872,W. Bulldogs,SF,2010-09-11,2010,H,Sydney Swans,3.4 5.6 8.9 11.11,77,3.4 8.4 8.9 10.12,72,W,5,Melbourne Cricket Ground,39596.0,11,11,10,12
831,Brisbane Lions,2,2010-04-01,2010,H,Carlton Blues,4.3 8.3 10.7 16.11,107,2.6 3.11 10.14 12.16,88,W,19,The Gabba,36780.0,16,11,12,16
833,Brisbane Lions,4,2010-04-17,2010,H,Western Bulldogs,2.5 4.11 10.18 13.23,101,2.4 9.5 11.6 12.7,79,W,22,The Gabba,33323.0,13,23,12,7
925,Brisbane Lions,8,2014-05-10,2014,H,Essendon Bombers,3.0 4.3 8.6 8.9,57,2.3 6.4 7.8 9.11,65,L,8,The Gabba,26432.0,8,9,9,11
796,Brisbane Lions,13,2008-06-21,2008,H,Adelaide Crows,3.3 4.7 7.14 11.17,83,2.5 6.7 8.10 10.10,70,W,13,The Gabba,29964.0,11,17,10,10
809,Brisbane Lions,4,2009-04-17,2009,H,Collingwood Magpies,6.2 9.4 10.8 10.13,73,2.4 7.6 9.10 13.12,90,L,17,The Gabba,34912.0,10,13,13,12
814,Brisbane Lions,9,2009-05-24,2009,A,St Kilda Saints,1.0 5.1 10.3 13.3,81,4.2 5.9 8.12 14.13,97,L,16,Marvel Stadium,30673.0,13,3,14,13
834,Brisbane Lions,5,2010-04-24,2010,A,Melbourne Demons,2.3 3.6 7.9 7.11,53,4.2 9.6 12.7 15.13,103,L,50,Melbourne Cricket Ground,36396.0,7,11,15,13
8783,Sydney Swans,19,2015-08-08,2015,A,Geelong Cats,4.1 8.5 8.7 9.9,63,3.4 6.4 9.9 14.11,95,L,32,GMHBA Stadium,27910.0,9,9,14,11
835,Brisbane Lions,6,2010-05-01,2010,A,Sydney Swans,2.2 5.3 11.4 13.9,87,5.1 9.5 16.8 16.11,107,L,20,Sydney Cricket Ground,30975.0,13,9,16,11
836,Brisbane Lions,7,2010-05-08,2010,H,Fremantle Dockers,5.2 6.4 10.7 15.10,100,5.5 9.9 12.15 15.23,113,L,13,The Gabba,27739.0,15,10,15,23
837,Brisbane Lions,8,2010-05-15,2010,H,Geelong Cats,1.6 4.8 8.12 10.14,74,6.2 11.4 18.6 24.11,155,L,81,The Gabba,33629.0,10,14,24,11
838,Brisbane Lions,9,2010-05-23,2010,A,Adelaide Crows,2.2 6.5 9.11 11.15,81,5.3 6.9 9.12 13.15,93,L,12,AAMI Stadium,31517.0,11,15,13,15
839,Brisbane Lions,10,2010-05-29,2010,H,Collingwood Magpies,4.4 6.6 9.8 13.10,88,6.5 8.9 9.11 11.14,80,W,8,The Gabba,34239.0,13,10,11,14
840,Brisbane Lions,11,2010-06-05,2010,A,North Melbourne Kangaroos,2.1 5.4 10.8 13.11,89,7.5 10.10 11.15 12.18,90,L,1,Marvel Stadium,19100.0,13,11,12,18
841,Brisbane Lions,12,2010-06-13,2010,A,Western Bulldogs,1.1 5.2 6.4 8.8,56,5.6 7.9 13.12 17.19,121,L,65,Marvel Stadium,30831.0,8,8,17,19
842,Brisbane Lions,13,2010-06-19,2010,H,Richmond Tigers,2.4 6.5 8.10 12.14,86,5.2 9.7 10.12 15.15,105,L,19,The Gabba,28415.0,12,14,15,15
9875,W. Bulldogs,2,2011-04-03,2011,H,Brisbane Lions,5.4 10.4 14.7 19.9,123,0.2 3.5 4.7 6.9,45,W,78,Marvel Stadium,22331.0,19,9,6,9
9877,W. Bulldogs,5,2011-04-25,2011,A,Fremantle Dockers,2.3 6.7 7.8 11.12,78,2.4 6.7 7.9 12.13,85,L,7,Domain Stadium,37551.0,11,12,12,13
845,Brisbane Lions,16,2010-07-17,2010,A,Hawthorn Hawks,1.0 4.0 6.0 7.1,43,7.3 9.6 16.12 17.16,118,L,75,UTAS Stadium,16690.0,7,1,17,16
9878,W. Bulldogs,6,2011-05-01,2011,A,Collingwood Magpies,3.0 3.0 7.4 8.9,57,1.2 4.9 7.12 15.15,105,L,48,Melbourne Cricket Ground,53776.0,8,9,15,15
847,Brisbane Lions,18,2010-07-31,2010,H,Melbourne Demons,2.2 4.5 7.6 9.10,64,4.3 9.5 10.8 11.8,74,L,10,The Gabba,26144.0,9,10,11,8
848,Brisbane Lions,19,2010-08-07,2010,A,West Coast Eagles,1.3 7.5 9.7 10.10,70,2.2 4.5 8.6 9.11,65,W,5,Domain Stadium,32587.0,10,10,9,11
849,Brisbane Lions,20,2010-08-15,2010,H,Adelaide Crows,4.7 6.12 12.14 13.19,97,2.4 9.5 13.8 15.14,104,L,7,The Gabba,25403.0,13,19,15,14
850,Brisbane Lions,21,2010-08-22,2010,A,Essendon Bombers,5.3 10.5 12.9 14.11,95,2.1 2.4 4.6 10.8,68,W,27,Marvel Stadium,28785.0,14,11,10,8
9881,W. Bulldogs,9,2011-05-22,2011,A,West Coast Eagles,2.1 5.3 8.4 8.4,52,6.5 9.10 16.15 26.19,175,L,123,Domain Stadium,37308.0,8,4,26,19
852,Brisbane Lions,1,2011-03-26,2011,H,Fremantle Dockers,4.5 8.6 10.7 14.8,92,3.5 6.8 8.14 13.16,94,L,2,The Gabba,23373.0,14,8,13,16
853,Brisbane Lions,2,2011-04-03,2011,A,Western Bulldogs,0.2 3.5 4.7 6.9,45,5.4 10.4 14.7 19.9,123,L,78,Marvel Stadium,22331.0,6,9,19,9
854,Brisbane Lions,3,2011-04-10,2011,A,Melbourne Demons,5.2 7.3 9.3 11.5,71,1.1 6.3 11.7 12.10,82,L,11,Melbourne Cricket Ground,24380.0,11,5,12,10
855,Brisbane Lions,5,2011-04-21,2011,H,St Kilda Saints,4.4 5.6 9.9 11.10,76,5.2 6.4 9.4 13.11,89,L,13,The Gabba,22543.0,11,10,13,11
856,Brisbane Lions,6,2011-04-30,2011,A,Richmond Tigers,5.3 5.7 12.12 14.14,98,4.3 9.6 14.8 18.16,124,L,26,Melbourne Cricket Ground,37438.0,14,14,18,16
9885,W. Bulldogs,13,2011-06-17,2011,H,Adelaide Crows,2.4 6.9 10.12 14.16,100,6.2 7.5 9.7 10.10,70,W,30,Marvel Stadium,19363.0,14,16,10,10
858,Brisbane Lions,8,2011-05-14,2011,H,Essendon Bombers,3.5 6.7 6.10 9.12,66,3.2 6.6 10.10 15.12,102,L,36,The Gabba,24921.0,9,12,15,12
859,Brisbane Lions,9,2011-05-21,2011,H,North Melbourne Kangaroos,2.3 4.6 7.10 10.13,73,2.1 6.7 8.9 8.11,59,W,14,The Gabba,18404.0,10,13,8,11
860,Brisbane Lions,10,2011-05-29,2011,A,Adelaide Crows,1.3 6.7 11.11 15.11,101,3.2 5.7 6.7 8.13,61,W,40,AAMI Stadium,34583.0,15,11,8,13
861,Brisbane Lions,11,2011-06-04,2011,H,Sydney Swans,1.0 2.2 5.8 7.9,51,6.7 13.8 15.9 17.14,116,L,65,The Gabba,22150.0,7,9,17,14
862,Brisbane Lions,12,2011-06-12,2011,A,Carlton Blues,2.3 3.5 4.8 9.9,63,4.4 8.8 14.9 19.10,124,L,61,Marvel Stadium,43617.0,9,9,19,10
863,Brisbane Lions,13,2011-06-18,2011,H,Richmond Tigers,4.2 7.6 10.9 14.10,94,2.5 7.9 12.13 18.17,125,L,31,The Gabba,21510.0,14,10,18,17
864,Brisbane Lions,14,2011-06-25,2011,A,Fremantle Dockers,4.1 7.5 10.5 10.5,65,2.5 5.6 10.8 12.16,88,L,23,Domain Stadium,30330.0,10,5,12,16
9886,W. Bulldogs,14,2011-06-25,2011,A,Gold Coast Suns,6.2 12.2 16.7 17.8,110,2.7 5.10 8.10 13.10,88,W,22,People First Stadium,16149.0,17,8,13,10
866,Brisbane Lions,16,2011-07-09,2011,A,Hawthorn Hawks,1.2 4.4 8.5 9.9,63,5.2 6.5 10.8 16.9,105,L,42,UTAS Stadium,14604.0,9,9,16,9
867,Brisbane Lions,17,2011-07-17,2011,H,Geelong Cats,4.6 8.8 13.11 15.14,104,3.4 9.4 13.8 20.13,133,L,29,The Gabba,19906.0,15,14,20,13
868,Brisbane Lions,18,2011-07-23,2011,A,North Melbourne Kangaroos,4.0 8.5 10.6 11.11,77,4.7 8.10 12.15 17.20,122,L,45,Marvel Stadium,20809.0,11,11,17,20
9889,W. Bulldogs,17,2011-07-17,2011,A,North Melbourne Kangaroos,5.3 7.4 13.6 17.9,111,3.3 11.7 13.11 21.16,142,L,31,Marvel Stadium,22754.0,17,9,21,16
870,Brisbane Lions,21,2011-08-13,2011,H,Gold Coast Suns,5.2 7.5 10.11 18.15,123,1.4 3.6 4.9 8.13,61,W,62,The Gabba,23565.0,18,15,8,13
872,Brisbane Lions,23,2011-08-27,2011,H,West Coast Eagles,4.4 7.6 9.12 11.15,81,5.2 5.5 9.10 13.11,89,L,8,The Gabba,13500.0,11,15,13,11
873,Brisbane Lions,24,2011-09-03,2011,A,Sydney Swans,4.3 6.6 9.9 9.13,67,3.3 11.7 14.9 18.11,119,L,52,Sydney Cricket Ground,27721.0,9,13,18,11
874,Brisbane Lions,1,2012-03-31,2012,A,Melbourne Demons,1.4 7.8 13.13 17.17,119,3.3 7.4 8.8 11.12,78,W,41,Melbourne Cricket Ground,33473.0,17,17,11,12
1015,Brisbane Lions,10,2018-05-26,2018,H,Sydney Swans,2.2 2.3 4.7 6.13,49,3.0 5.3 8.6 10.7,67,L,18,The Gabba,18702.0,6,13,10,7
875,Brisbane Lions,2,2012-04-05,2012,H,Carlton Blues,6.1 7.6 7.7 9.9,63,5.5 10.9 16.10 23.16,154,L,91,The Gabba,25913.0,9,9,23,16
876,Brisbane Lions,3,2012-04-14,2012,A,Fremantle Dockers,2.1 3.2 5.3 5.5,35,1.4 4.7 6.13 8.16,64,L,29,Domain Stadium,33473.0,5,5,8,16
877,Brisbane Lions,4,2012-04-21,2012,H,Gold Coast Suns,3.3 7.4 12.5 17.9,111,2.4 5.8 5.9 6.10,46,W,65,The Gabba,21980.0,17,9,6,10
878,Brisbane Lions,5,2012-04-28,2012,H,Geelong Cats,0.5 0.7 1.9 4.17,41,4.1 7.5 10.6 12.7,79,L,38,The Gabba,15528.0,4,17,12,7
879,Brisbane Lions,6,2012-05-05,2012,A,Essendon Bombers,4.1 7.4 8.4 9.8,62,8.3 12.9 16.12 19.15,129,L,67,Marvel Stadium,36361.0,9,8,19,15
881,Brisbane Lions,8,2012-05-20,2012,H,Greater Western Sydney Giants,7.3 10.9 13.14 19.18,132,1.2 3.5 4.5 5.10,40,W,92,The Gabba,16049.0,19,18,5,10
882,Brisbane Lions,9,2012-05-27,2012,A,North Melbourne Kangaroos,3.2 5.4 11.6 15.6,96,6.4 13.8 15.8 17.10,112,L,16,Marvel Stadium,19988.0,15,6,17,10
883,Brisbane Lions,10,2012-06-03,2012,H,West Coast Eagles,3.3 7.4 8.5 16.6,102,2.1 5.5 10.7 15.10,100,W,2,The Gabba,15546.0,16,6,15,10
884,Brisbane Lions,12,2012-06-17,2012,A,Hawthorn Hawks,6.1 7.2 8.2 11.4,70,4.6 8.12 12.19 19.21,135,L,65,Melbourne Cricket Ground,35492.0,11,4,19,21
885,Brisbane Lions,13,2012-06-23,2012,A,Western Bulldogs,6.1 8.5 12.5 18.6,114,2.3 5.6 5.10 7.14,56,W,58,Marvel Stadium,20146.0,18,6,7,14
886,Brisbane Lions,14,2012-07-01,2012,H,Melbourne Demons,6.1 9.6 13.11 18.14,122,3.6 3.8 4.11 8.13,61,W,61,The Gabba,22114.0,18,14,8,13
888,Brisbane Lions,16,2012-07-14,2012,H,St Kilda Saints,3.3 7.5 10.6 14.8,92,4.0 6.1 10.7 16.9,105,L,13,The Gabba,19228.0,14,8,16,9
889,Brisbane Lions,17,2012-07-21,2012,A,Gold Coast Suns,3.2 5.6 6.10 8.11,59,0.5 3.7 4.10 5.18,48,W,11,The Gabba,16550.0,8,11,5,18
890,Brisbane Lions,18,2012-07-29,2012,A,West Coast Eagles,2.0 5.2 7.3 12.5,77,7.4 11.5 17.6 28.7,175,L,98,Domain Stadium,35767.0,12,5,28,7
891,Brisbane Lions,19,2012-08-04,2012,H,Richmond Tigers,3.2 4.9 7.12 12.12,84,3.3 8.5 14.8 20.12,132,L,48,The Gabba,22193.0,12,12,20,12
892,Brisbane Lions,20,2012-08-11,2012,A,Carlton Blues,2.6 4.11 5.13 10.17,77,2.2 6.6 13.11 17.11,113,L,36,Marvel Stadium,25977.0,10,17,17,11
9890,W. Bulldogs,18,2011-07-23,2011,A,Sydney Swans,2.1 7.3 8.5 11.9,75,2.4 7.10 11.14 16.18,114,L,39,Sydney Cricket Ground,19449.0,11,9,16,18
894,Brisbane Lions,22,2012-08-25,2012,A,Port Adelaide Power,5.3 10.6 12.7 16.8,104,5.2 8.3 14.8 14.9,93,W,11,AAMI Stadium,13953.0,16,8,14,9
895,Brisbane Lions,23,2012-09-02,2012,H,Western Bulldogs,1.4 9.7 14.12 19.14,128,0.3 2.5 4.6 9.7,61,W,67,The Gabba,18289.0,19,14,9,7
896,Brisbane Lions,1,2013-03-30,2013,A,Western Bulldogs,0.6 3.10 5.14 7.17,59,6.1 10.5 16.9 19.13,127,L,68,Marvel Stadium,25263.0,7,17,19,13
897,Brisbane Lions,2,2013-04-06,2013,H,Adelaide Crows,2.3 6.5 10.13 10.17,77,2.3 7.6 9.11 14.12,96,L,19,The Gabba,21308.0,10,17,14,12
898,Brisbane Lions,3,2013-04-13,2013,A,Gold Coast Suns,4.5 6.13 10.14 13.16,94,3.5 4.7 8.11 13.14,92,W,2,People First Stadium,12961.0,13,16,13,14
899,Brisbane Lions,4,2013-04-21,2013,A,North Melbourne Kangaroos,1.2 4.5 6.5 9.8,62,5.10 8.13 15.16 18.17,125,L,63,Marvel Stadium,22776.0,9,8,18,17
900,Brisbane Lions,5,2013-04-28,2013,H,Melbourne Demons,5.3 7.11 13.14 17.20,122,5.3 7.5 10.7 14.10,94,W,28,The Gabba,19018.0,17,20,14,10
901,Brisbane Lions,6,2013-05-05,2013,A,Sydney Swans,1.0 4.2 5.5 8.7,55,7.4 10.8 13.11 17.13,115,L,60,Sydney Cricket Ground,23315.0,8,7,17,13
9898,W. Bulldogs,3,2012-04-14,2012,H,St Kilda Saints,1.2 1.5 2.6 5.10,40,4.5 6.6 13.9 15.13,103,L,63,Marvel Stadium,28971.0,5,10,15,13
903,Brisbane Lions,8,2013-05-18,2013,A,Essendon Bombers,3.4 6.5 11.7 14.12,96,3.1 7.6 10.9 12.14,86,W,10,Marvel Stadium,33915.0,14,12,12,14
904,Brisbane Lions,9,2013-05-25,2013,H,Carlton Blues,3.1 9.4 10.10 12.13,85,6.5 8.7 12.13 13.20,98,L,13,The Gabba,24037.0,12,13,13,20
905,Brisbane Lions,10,2013-05-31,2013,H,Collingwood Magpies,1.1 2.4 5.6 7.9,51,5.3 9.7 12.14 14.16,100,L,49,The Gabba,26626.0,7,9,14,16
906,Brisbane Lions,12,2013-06-15,2013,A,Fremantle Dockers,2.1 3.7 4.9 6.10,46,3.4 6.7 8.9 12.14,86,L,40,Domain Stadium,33384.0,6,10,12,14
9902,W. Bulldogs,7,2012-05-13,2012,A,North Melbourne Kangaroos,3.3 9.6 14.8 15.11,101,3.1 6.5 11.8 12.11,83,W,18,Marvel Stadium,20885.0,15,11,12,11
909,Brisbane Lions,15,2013-07-06,2013,H,Gold Coast Suns,3.8 8.9 12.12 17.14,116,2.6 5.10 10.10 12.11,83,W,33,The Gabba,27170.0,17,14,12,11
910,Brisbane Lions,16,2013-07-13,2013,H,North Melbourne Kangaroos,2.2 5.5 11.6 18.9,117,5.1 10.1 14.3 17.3,105,W,12,The Gabba,18131.0,18,9,17,3
911,Brisbane Lions,17,2013-07-20,2013,A,Melbourne Demons,3.4 8.5 11.12 13.16,94,5.1 6.5 10.7 11.9,75,W,19,TIO Stadium,7615.0,13,16,11,9
913,Brisbane Lions,19,2013-08-03,2013,H,St Kilda Saints,3.3 9.3 12.9 16.12,108,2.2 5.3 9.9 11.11,77,W,31,The Gabba,19856.0,16,12,11,11
9909,W. Bulldogs,15,2012-07-08,2012,A,Fremantle Dockers,1.2 4.4 7.6 8.9,57,2.3 4.7 10.10 14.11,95,L,38,Domain Stadium,30420.0,8,9,14,11
915,Brisbane Lions,21,2013-08-17,2013,H,Greater Western Sydney Giants,5.5 12.7 16.12 18.15,123,1.1 3.2 4.4 9.9,63,W,60,The Gabba,13855.0,18,15,9,9
916,Brisbane Lions,22,2013-08-25,2013,H,Western Bulldogs,7.1 13.2 14.3 15.10,100,2.5 4.6 8.11 13.15,93,W,7,The Gabba,20130.0,15,10,13,15
917,Brisbane Lions,23,2013-08-31,2013,A,Geelong Cats,3.3 9.5 11.6 17.9,111,5.5 7.11 12.20 15.22,112,L,1,GMHBA Stadium,27467.0,17,9,15,22
918,Brisbane Lions,1,2014-03-22,2014,A,Hawthorn Hawks,2.4 3.8 8.13 13.13,91,3.3 7.6 13.8 21.13,139,L,48,UTAS Stadium,12430.0,13,13,21,13
9915,W. Bulldogs,21,2012-08-19,2012,H,Sydney Swans,6.2 8.3 11.5 13.7,85,3.2 10.5 16.9 26.11,167,L,82,Marvel Stadium,19396.0,13,7,26,11
920,Brisbane Lions,3,2014-04-05,2014,A,Gold Coast Suns,1.2 3.4 6.4 9.7,61,2.2 5.6 12.10 17.12,114,L,53,People First Stadium,16593.0,9,7,17,12
921,Brisbane Lions,4,2014-04-12,2014,A,Port Adelaide Power,3.2 4.3 5.3 7.4,46,4.4 10.9 18.13 24.15,159,L,113,Adelaide Oval,36231.0,7,4,24,15
922,Brisbane Lions,5,2014-04-17,2014,H,Richmond Tigers,0.1 3.2 7.6 9.9,63,2.8 4.10 9.13 15.16,106,L,43,The Gabba,20676.0,9,9,15,16
923,Brisbane Lions,6,2014-04-25,2014,A,St Kilda Saints,4.3 8.5 10.9 12.10,82,2.2 4.4 7.8 11.13,79,W,3,Westpac Stadium,13409.0,12,10,11,13
924,Brisbane Lions,7,2014-05-03,2014,H,Sydney Swans,2.0 3.5 5.6 6.8,44,3.6 8.8 14.11 18.15,123,L,79,The Gabba,17957.0,6,8,18,15
887,Brisbane Lions,15,2012-07-07,2012,A,Sydney Swans,3.4 7.4 8.7 9.9,63,4.2 10.7 15.12 16.14,110,L,47,Sydney Cricket Ground,19419.0,9,9,16,14
907,Brisbane Lions,13,2013-06-23,2013,H,Geelong Cats,3.2 5.4 7.8 15.13,103,5.3 9.7 13.10 14.14,98,W,5,The Gabba,24164.0,15,13,14,14
926,Brisbane Lions,9,2014-05-17,2014,A,North Melbourne Kangaroos,1.1 3.2 4.2 6.2,38,5.5 8.11 13.18 17.23,125,L,87,Marvel Stadium,21152.0,6,2,17,23
927,Brisbane Lions,11,2014-05-31,2014,H,Carlton Blues,5.5 7.8 10.10 14.14,98,1.1 7.4 11.9 13.13,91,W,7,The Gabba,24625.0,14,14,13,13
928,Brisbane Lions,12,2014-06-07,2014,A,Western Bulldogs,4.3 11.8 13.9 14.11,95,5.3 7.5 9.5 13.9,87,W,8,Marvel Stadium,18054.0,14,11,13,9
929,Brisbane Lions,13,2014-06-14,2014,H,Greater Western Sydney Giants,4.2 9.3 12.3 12.8,80,4.3 9.4 15.6 19.11,125,L,45,The Gabba,12700.0,12,8,19,11
930,Brisbane Lions,14,2014-06-21,2014,A,Fremantle Dockers,0.1 0.1 2.3 3.4,22,2.2 9.3 12.7 15.15,105,L,83,Domain Stadium,25152.0,3,4,15,15
931,Brisbane Lions,15,2014-06-28,2014,H,North Melbourne Kangaroos,1.1 8.4 10.5 10.10,70,3.5 4.7 6.9 9.12,66,W,4,The Gabba,15862.0,10,10,9,12
932,Brisbane Lions,16,2014-07-05,2014,A,Richmond Tigers,3.3 4.5 6.10 7.12,54,5.2 7.3 10.4 12.7,79,L,25,Melbourne Cricket Ground,34560.0,7,12,12,7
9923,W. Bulldogs,6,2013-05-05,2013,A,West Coast Eagles,3.0 5.2 8.3 10.7,67,6.3 10.4 16.7 21.11,137,L,70,Domain Stadium,36163.0,10,7,21,11
934,Brisbane Lions,18,2014-07-26,2014,H,Gold Coast Suns,7.7 10.11 14.14 16.14,110,1.2 3.3 6.6 8.8,56,W,54,The Gabba,27167.0,16,14,8,8
935,Brisbane Lions,19,2014-08-03,2014,A,Melbourne Demons,3.3 4.3 5.6 11.8,74,3.3 4.8 5.13 6.15,51,W,23,Marvel Stadium,18079.0,11,8,6,15
937,Brisbane Lions,21,2014-08-16,2014,A,Collingwood Magpies,6.1 10.7 15.11 18.15,123,4.3 5.3 6.6 8.8,56,W,67,Melbourne Cricket Ground,32926.0,18,15,8,8
938,Brisbane Lions,22,2014-08-24,2014,H,Fremantle Dockers,0.4 2.5 4.8 6.12,48,4.8 9.10 10.13 15.16,106,L,58,The Gabba,17473.0,6,12,15,16
939,Brisbane Lions,23,2014-08-30,2014,A,Geelong Cats,2.4 7.5 10.6 12.9,81,5.2 11.6 16.13 21.17,143,L,62,GMHBA Stadium,24659.0,12,9,21,17
940,Brisbane Lions,1,2015-04-04,2015,H,Collingwood Magpies,2.3 3.5 7.6 11.8,74,3.3 7.6 12.11 12.14,86,L,12,The Gabba,31240.0,11,8,12,14
941,Brisbane Lions,2,2015-04-12,2015,A,North Melbourne Kangaroos,3.2 4.5 5.8 7.9,51,5.3 13.5 15.9 20.13,133,L,82,Marvel Stadium,22275.0,7,9,20,13
942,Brisbane Lions,3,2015-04-18,2015,H,Richmond Tigers,3.1 4.5 6.7 8.10,58,4.4 8.5 13.7 21.11,137,L,79,The Gabba,22441.0,8,10,21,11
945,Brisbane Lions,6,2015-05-10,2015,A,Carlton Blues,3.1 5.4 10.9 12.12,84,3.2 6.4 9.7 11.9,75,W,9,Marvel Stadium,20273.0,12,12,11,9
946,Brisbane Lions,7,2015-05-17,2015,H,Port Adelaide Power,1.2 7.6 11.8 15.12,102,2.3 3.9 6.13 8.17,65,W,37,The Gabba,15957.0,15,12,8,17
947,Brisbane Lions,8,2015-05-24,2015,A,Essendon Bombers,5.3 8.6 10.6 12.6,78,5.2 9.5 16.9 21.10,136,L,58,Marvel Stadium,36857.0,12,6,21,10
948,Brisbane Lions,9,2015-05-31,2015,H,St Kilda Saints,7.1 8.2 11.6 13.8,86,2.3 9.6 12.9 16.12,108,L,22,The Gabba,16898.0,13,8,16,12
949,Brisbane Lions,10,2015-06-07,2015,A,Greater Western Sydney Giants,2.1 4.3 6.6 10.7,67,1.3 7.5 10.8 14.13,97,L,30,ENGIE Stadium,9079.0,10,7,14,13
950,Brisbane Lions,12,2015-06-20,2015,A,Western Bulldogs,2.1 5.3 8.5 11.8,74,5.3 8.6 13.11 22.14,146,L,72,Marvel Stadium,21129.0,11,8,22,14
951,Brisbane Lions,13,2015-06-27,2015,H,Adelaide Crows,4.3 6.5 10.7 10.9,69,2.3 3.6 5.13 11.16,82,L,13,The Gabba,18146.0,10,9,11,16
952,Brisbane Lions,14,2015-07-05,2015,A,Fremantle Dockers,3.2 5.2 6.2 7.6,48,3.0 5.2 6.5 13.6,84,L,36,Domain Stadium,32970.0,7,6,13,6
953,Brisbane Lions,15,2015-07-12,2015,H,Sydney Swans,2.3 3.3 7.5 7.7,49,1.2 5.3 8.6 10.10,70,L,21,The Gabba,16936.0,7,7,10,10
954,Brisbane Lions,16,2015-07-19,2015,A,Melbourne Demons,1.2 1.5 3.8 4.12,36,5.4 7.7 7.10 8.12,60,L,24,Melbourne Cricket Ground,25149.0,4,12,8,12
